Companies,Positions,ID,Descriptions
"Amazon.com Services, Inc.",Research Scientist,6981a9d7adfa0d90,"['Master’s or PhD in a relevant field', '2+ years experience with various data analysis and visualization tools', 'Experience in Perl, Python, or another scripting language; command line usage', 'Experience with various machine learning techniques and parameters that affect their performance', 'Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.', 'Clean, analyze and select data to achieve goals', 'Build and release models that elevate the customer experience and track impact over time', 'Collaborate with colleagues from science, engineering and business backgrounds.', 'Present proposals and results in a clear manner backed by data and coupled with actionable conclusions', 'Work with engineers to develop efficient data querying infrastructure for both offline and online use cases', 'Track record of diving into data to discover hidden patterns and of conducting error/deviation analysis', 'Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations', 'Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc.', 'The motivation to achieve results in a fast-paced environment.', 'Experience with statistical modelling / machine learning', 'Strong attention to detail', 'Exceptional level of organization', 'Comfortable working in a fast paced, highly collaborative, dynamic work environment', 'Ability to think creatively and solve problems']"
Fidelity Investments,Systematic Trader,c60809d50bce2dad,"['Manage the execution of the varied order flow handled by the systematic trading desk. Use knowledge of the markets and market structure, the available execution tools, understanding of trading costs and risk, and the underlying objectives of the portfolio managers to achieve efficient and effective execution. Utilize FMR’s proprietary systematic trading system, as well as direct execution leveraging a full suite of the desk’s execution channels. Exercise effective communication across the trading desk, including sector traders and international desks, as well as portfolio managers and analysts to achieve the highest quality execution results.', 'Work closely with portfolio managers and CIOs, senior management, and the trading desk regarding large/complex transitions and portfolio rebalances. Take the lead on developing effective execution strategies for trades given objectives and constraints. Perform pre, intra, and post-trade analysis to inform, guide, and evaluate trading approach and results. Manage the direct execution of the rebalances/transitions utilizing proprietary systematic trading system and full execution toolkit. Effectively communicate and partner with the rest of the desk to jointly produce the best trading outcomes.', 'Take a leading role in engaging with the broker-dealer community to further develop and refine the electronic trading suite using data and proprietary suite of analytics. Use knowledge of the markets and market structure, coupled with analytical and quantitative skills to drive broker evaluation and advancement of the electronic toolkit used on the desk. Use these skills and deep understanding of trading objectives to identify new strategies/tools to develop. Be a subject matter expert for the electronic toolkit for the desk.', 'Work closely with a team of traders, quants, data scientists, and developers to help with the evolution of the automated trading system and systematic strategies used by the Equity Trading Desk. Apply trading knowledge and analytical capabilities to help develop the underlying strategies, implementation of execution of full life cycle for varied types of order flow, and development of new liquidity interactions to further optimize the execution results through the trading system.', 'Liaise with Technology, Compliance, Legal, Operations, investment personnel and other internal Fidelity partners to provide the highest quality service and execution capabilities for shareholders.', '3 years of experience with at least 1.5 years on trading desk preferred', 'Experience with systematic/automated trading', 'Ability to multi-task in a fast-paced environment with a constant eye toward accuracy', 'Quantitative aptitude and sharp analytical skills demonstrated through academic or work experience', 'Ability to think creatively and independently while working in a collaborative environment', 'Self-starter, capable of developing new tools and capabilities to solve novel problems facing the trading desk', 'Track record of intellectual curiosity and a passion for problem solving', 'Team-first attitude with flexibility, willingness to pitch-in where needed, familiarity with front-to-back office operations, proficiency with technology, and skill towards mitigating risk', 'Proficiency in trading operations, terminology, market mechanics, and has demonstrated a strong interest in the market', 'Accountability', 'Enthusiasm', 'Integrity', 'Teamwork', 'Respect']"
Analysis Group,Data Scientist,8202bd856d4b33c4,"['Working with project teams to address data science/computing challenges', 'Identifying opportunities for technology to enhance service offerings', 'Acting as a resource and participating in client engagements and research as part of the project team', 'Maintaining up-to-date knowledge of computing tools, providing technical training and helping to grow the in-house knowledge base, specifically in a Linux environment', 'Presenting research at selected conferences', 'Optimizing procedures for managing and accessing large databases (e.g., insurance claims, electronic health records, financial transactions)', 'Creating interactive analytics portals and data visualizations (e.g., using R/Shiny, Python/Flask, D3)', 'Building and maintaining high performance computing (HPC) tools on grid and cloud computing environments', 'Developing and reviewing software and packages in R, Python and other Object Oriented Languages', 'Establishing optimized procedures for repetitive or computationally intensive tasks (C, C++, Cuda-C)', 'Using natural language processing methodologies to work with EMR data, social media data and other unstructured data', 'Strong credentials and experience in database management and data visualization', 'Significant experience working within a Linux environment required', 'Background in Statistics/Econometrics or Biostatistics', 'Ideally PhD in Computer Science, Mathematics, Statistics, Economics or other relevant scientific degree with relevant experience. Other candidates with at least one year of experience in the field may also be considered', 'Excellent written and verbal communication skills', 'Project experience with R and/or Python', 'Familiar with online/cloud computing/storage (e.g., AWS)', 'Demonstrated experience working on project teams and collaborating with others', 'L’utilisation du genre masculin sert uniquement à alléger le texte et est utilisé ici en tant que genre neutre', 'Collaborer avec les consultants pour relever les défis de la science des données et de sciences informatiques', ""Agir à titre de ressource et participer aux mandats et à la recherche en tant que membre de l'équipe de projet"", 'Maintenir à jour les connaissances sur les outils informatiques, fournir une formation technique et aider à développer la base de connaissances interne, notamment dans un environnement Linux', 'Présenter la recherche à des conférences choisies', ""Optimiser les procédures de gestion et d'accès aux grandes bases de données (ex. réclamations d'assurance, dossiers de santé électroniques, transactions financières)"", ""Création de portails d'analyse interactifs et de visualisations de données (par exemple, en utilisant R/Shiny, Python/Flask, D3)"", 'Construire et maintenir des outils de calcul de haute performance (HPC).', 'Développement et révision de codes en R, Python et autres langages', 'Mise en place de procédures optimisées pour les tâches répétitives ou intensives en calcul (C, C++, Cuda-C)', ""Utiliser des méthodologies NLP pour travailler avec les données médicales électroniques, les données des médias sociaux et d'autres données non structurées"", 'Solides références et expérience dans la gestion de bases de données et de la visualisation de données', 'Expérience de travail significative dans un environnement Linux requise', 'Expérience antérieure en statistique/économétrie ou bio-statistique', ""Idéalement, être titulaire d'un doctorat en sciences informatiques, en mathématiques, en statistique, en économie ou d'un autre diplôme scientifique pertinent et posséder une expérience pertinente. Les candidats ayant au moins un an d'expérience dans le domaine peuvent également être considérés."", 'Excellentes aptitudes de communication écrite et verbale', 'Expérience de projet avec R et/ou Python', ""Familiarité avec l'informatique en ligne/info nuagique et le stockage (AWS)"", ""Expérience de travail démontrée au sein d'équipes de projet et de collaboration avec d'autres personnes"", 'Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities.', 'Please view Equal Employment Opportunity Posters provided by OFCCP here.', ""The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information. 41 CFR 60-1.35(c)""]"
Keurig Dr Pepper Inc.,Data Scientist I,4feed7c6f3a4627f,"['Apply data exploration and analysis techniques to examine POS, clickstream, CRM, and complimentary online retail data from multiple disparate sources, with the goal of improving customer understanding and providing a competitive advantage for KDP’s ecommerce business teams.', 'Apply statistical and predictive modeling concepts, clustering and classification techniques, and recommendation algorithms to help optimize customer targeting, reduce churn, and increase customer life-time-value.', 'Navigate many multi-functional stakeholders, and communicate technical results effectively to non-technical audiences.', 'Implement strategic analyses with the know-how to balance getting the details right, while still moving at the speed of business.', 'You will engage and partner on critical projects to create and operationalize a harmonized ecommerce sales tracker across all of KDP’s products and retail channels.', 'You will receive mentor support for your professional development.', 'You will learn how to break apart day-to-day business challenges into manageable segments for business analytic application.', 'You will apply data collection, exploration, and analysis techniques to identify and interpret critical sales drivers across our Omni-channel partners.', 'You will learn how to apply predictive modeling concepts to help forecast sales and develop strategic insights to support incremental sales creation across eCommerce Omni-channel retail partners.', 'Bachelor’s degree and 1 year of experience or an MS and minimum 1 year of experience, in Ecommerce, data analytics, sales, consumer marketing, or another related field.', '1+ years of experience in analyzing data in a professional setting.', 'Knowledge of statistical and predictive modeling concepts, machine learning approaches, clustering and classification techniques, and recommendation and optimization algorithms.', 'Experience with one or more statistical analysis and scripting tools, including R, Python, and AzureML.', 'Experience with data extraction from SQL databases', 'Experience with Hadoop-based technologies (e.g. MapReduce, Hive and Pig)', 'Possess excellent oral and written communication skills', 'Possess a unique understanding of the internet/tech and media ecosystem', 'Highly detail–oriented and organized', 'Possess strong business and financial acumen']"
Applause,Data Scientist,4010e39f2f78984c,"['Uses best practices to develop statistical machine learning techniques to build models that address business needs', 'Extract data from databases, write scripts to parse, clean, combine, and process them', 'Prepare graphs or visualizations of processed data, spot trends, anomalies', 'Draw inferences and conclusions, communicate results through reports, charts, or tables', 'Uses effective project planning techniques to break down basic and occasionally moderately complex projects into tasks and ensure deadlines are kept', 'Uses and learns a wide variety of tools and languages to achieve results (e.g., Python or R)', 'Collaborates with the team in order to improve the effectiveness of business decisions through the use of data and machine learning/predictive modeling', 'Quickly deploy out-of-the-box solutions where possible, innovate when necessary', 'Contributes on a wide variety of projects', 'Executes on modeling/machine learning projects effectively', 'Communicates findings to team and leadership to ensure models are well understood and incorporated into business processes', 'Works with leaders to ensure the project will meet their needs', 'Have completed at least a Bachelor’s degree in a quantitative field such as computer science, data science, mathematics, statistics, or physics', '2+ years of experience as a Data Scientist', 'Solid background in SQL, and Python (or R).', 'Experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making preferred', 'Experience in managing and manipulating large, complex datasets', 'Ability to code and develop prototypes and final product in languages such as Python, Java, Javascript', 'Familiarity with Unix shell scripting', 'Knowledge of advanced modeling techniques preferred', 'Ability to analyze and interpret moderate to complex concepts', 'Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise']"
"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,13ee178fbb97d6f6,"['A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent experience', '4+ years of industry experience in predictive modeling, data science and analysis', 'Previous experience in a ML or data scientist role and a track record of building ML or DL models', 'Experience using Python and/or R', 'Experience using ML libraries, such as scikit-learn, caret, mlr, mllib', 'Experience in writing and tuning SQL', 'Experience with SparkML', 'Experience working with GPUs to develop model', 'Experience handling terabyte size dataset', 'Experience using data visualization tools', 'Understand the customer’s business need and guide them to a solution using our AWS AI Services, AWS AI Platforms, AWS AI Frameworks, and AWS AI EC2 Instances .', '', 'Assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.', '', 'Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build DL models.', '', 'Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models.', '', 'Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.', '', 'Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built.', '', 'Assist customers with identifying model drift and retraining models.', '', 'Research and implement novel ML and DL approaches, including using FPGA.', '', 'PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)', '4+ years of industry experience in predictive modeling and analysis', 'Skills with programming languages, such as Java or C/C++', 'Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations', 'Consulting experience and track record of helping customers with their AI needs', 'Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences', 'Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR', 'Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization', 'Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment', 'Experience diving into data to discover hidden patterns', 'Able to write production level code, which is well-written and explainable']"
UnitedHealth Group,"Data Scientist, Healthcare Methodology",ed2b2633019ed4de,"['Bachelor’s degree in mathematics, statistics, biostatistics, engineering, or related field or a degree in health studies with a strong emphasis in analytic methods', '2+ years’ work (or equivalent academic) experience in data analysis using tools like SQL/Spark SQL', 'Skilled in manipulating, analyzing, describing and enriching data assets', 'Ability to identify and document data anomalies and to collaborate with cross-functional teams for effective resolution', 'Strong organization skills, detail oriented, with careful attention to work processes', 'Ability to work creatively and flexibly, both independently and as part of a team', 'Enjoys a fast-paced environment and the opportunity to rapidly learn new content and skills', 'Analytical, intellectually curious and a problem solver', 'Location for this role is Boston, MA or telecommute considered for the right candidate', 'Master’s degree in fields described above', 'Strong preference for experience in Healthcare-focused analytics', 'Technical experience: Scala, Git, Jira (or similar ticketing systems), R or other statistical packages, Hadoop', 'Analytic experience: statistics, predictive and prescriptive modeling (traditional and more advanced machine learning approaches)', 'Content knowledge: Population health metrics, Center for Medicare and Medicaid Services (CMS) reporting requirements, other clinical guidelines and measures', 'Data experience: payer claims and member eligibility data, EMR/clinical data']"
AETNA,Principal Data Scientist,2433f2863988385c,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Liberty Mutual Insurance,Data Scientist or Sr. Data Scientist - Solaria Labs,40f3e73956cd7498,"['Translate product ideas into well-posed data science challenges, and solve them', 'Find new markets and novel applications for our core internal data', 'Design and deploy Machine Learning (ML) systems backing our products', 'Translate and champion our ML capabilities for non-technical audiences', 'Participate in the broader ML community to stay current with the latest techniques and software', 'Engage with staff within and beyond the Innovation team, training and advocating for the use of ML techniques in other business areas', 'Competencies typically acquired through a Ph.D. degree (in Engineering, Computer Science, Mathematics, or other scientific field of study) and 0-4+ years of relevant experience, a Master’s degree (scientific field of study) and 3-5+ years of relevant experience or may be acquired through a Bachelor’s degree(scientific field of study) and 4-7+ years of relevant experience.', 'Extensive experience analyzing data and a broad understanding of core statistical and ML techniques', 'Expertise with Python, Java, C, or similar language, along with standard machine learning libraries', 'Proven track record of rapid prototyping and development, leveraging open source or commercial frameworks (e.g., TensorFlow, Hadoop, AWS)', 'Computer science background, comfortable working with both technical and non-technical staff to translate concepts and algorithms into working prototypes', 'Ability to thrive in a fast-paced environment with significant uncertainty']"
Autodesk,"Intern, Experience Design for Machine Learning",c79f7d37bbe5e4c4,"['Conduct user research on customer needs', 'Work with internal subject matter experts in architecture, machine learning, experience design, and computational design to generate ideas for workflows and solutions', 'Sketch conceptual designs and workflows, share your ideas with our experience design team, get feedback and iterate', 'Design and work with your engineering peer to implement a prototype of a service that uses machine learning to create something meeting customer needs', 'Iteratively test the solution with customers to get feedback and improve', 'Full-time student pursuing Bachelor’s, Master’s or PhD in HCI, Interaction Design, Architecture, or a related field at an accredited program in the United States with at least one academic term to complete post internship to be eligible for internship participation', 'Experience in prototyping and iterative design work', 'Passionate about both understanding and solving customer problems', 'Highly collaborative', 'Experience with Autodesk tools, such as Revit, or in architecture or building engineering', 'Basic web UI creation skills for the purposes of interactive prototyping']"
,,,
Day Zero Diagnostics,Associate Data Scientist,3b4349a5a2beb0a3,"['Develop and implement algorithms that speed up data processing and machine learning model research.', 'Implement numerically optimized CPU/GPU kernels.', 'Build statistical and analytical tools to research and support machine learning models.', 'Develop, implement, and test machine learning models for predicting phenotypic traits from genomic sequences.', 'Maintain organized, tested code and corresponding documentation.', 'Present data within and outside of the company at meetings and symposia.', 'Write, edit, and submit manuscripts/abstracts/grants detailing the results of the project.', 'Work closely within the group and with outside collaborators.', 'Maintain close communications with the team regarding progress.', ""Bachelor's or Master’s Degree in Computer Science, Machine Learning, Computational Biology, Bioinformatics, or equiv."", 'Fluency in high performance computing (e.g., parallel computing, memory management, OpenMP, CUDA)', 'Fluency in Python, C/C++, Linux; Familiarity with TensorFlow, SQL and git', 'Familiarity with neural network models (CNN, RNN, etc.) and machine learning best practices', 'Familiarity with NGS data analysis, particularly ONT MinION data, helpful', 'Highly motivated and independent, with the ability to work in a dynamic team environment', 'Strong oral and written communications skills', 'Excellent organizational skills and attention to detail', 'Flexibility to occasionally work evenings or weekends']"
Spotify,Data Scientist – Personalization,c069b1ea74cb0123,"['Develop research questions and undertake data exploration to understand who our listeners are, how they get value out of Spotify, and where we can develop our product to bring greater value', 'Work closely with the team including data engineering to build lasting solutions to our data modeling', 'Design, analyze, and interpret the results of experiments', 'Perform exploratory analyses to understand the performance of our machine learning systems', 'Define, evaluate, dashboard and monitor key metrics, understanding root causes of changes', 'Contribute to the development of the Product Insights function and the wider analytics community at Spotify', 'Mentor and coach other data scientists', 'Work from our office in Boston', 'You will have 2 to 5 years relevant applied experience with a degree or higher in economics, psychology, computer science, statistics, or mathematics or another quantitative discipline', 'Technical competence to perform advanced analytics:\nCoding skills (such as R, Python, or Scala)\nExperience with analytics & visualization tools (SQL, Tableau, ggplot/matplotlib or equivalent)\nExperience performing analysis with large datasets\nYou have strong statistical understanding of online testing methodologies and metric development', 'Coding skills (such as R, Python, or Scala)', 'Experience with analytics & visualization tools (SQL, Tableau, ggplot/matplotlib or equivalent)', 'Experience performing analysis with large datasets', 'You have strong statistical understanding of online testing methodologies and metric development', 'You are an independent thinker, able to work autonomously, capable of taking on loosely defined problems and translating complex thinking into practical application for diverse audiences', 'You are a communicative person who values building strong relationships with colleagues and partners and enjoys mentoring and teaching others']"
,,,
AETNA,Lead Data Scientist,fa89fb3f68872c72,"['Develops and/or uses algorithms and statistical predictive models and determines analytical approaches and modeling techniques to evaluate scenarios and potential future outcomes.', 'Performs analyses of structured and unstructured data to solve multiple and/or complex business problems utilizing advanced statistical techniques and mathematical analyses and broad knowledge of the organization and/or industry.', 'Collaborates with business partners to understand their problems and goals, develop predictive modeling, statistical analysis, data reports and performance metrics.', 'Develops and participates in presentations and consultations to exiting and prospective constituents on analytics results and solutions.', 'Interacts with internal and external peers and managers to exchange complex information related to areas of specialization.', 'Use strong knowledge in algorithms and predictive models to investigate problems, detect patterns and recommend solutions.', 'Use strong programming skills to explore, examine and interpret large volumes of data in various forms.', '7-10 or more years of progressively complex related experience.', 'Demonstrates proficiency in most areas of mathematical analysis methods, machine learning, statistical analyses, and predictive modeling and in-depth specialization in some areas.', 'Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.', 'Anticipates and prevents problems and roadblocks before they occur.', 'Demonstrates strong ability to communicate technical concepts and implications to business partners.']"
Nift Networks,Senior Data Scientist / Machine Learning,9d5e29b62aa24032,"['Lead and guide data engineers in implementing our methodologies on different platforms, such as R, Spark, H2O, tensorflow, while evaluating models and making trade-off decisions on the best solutions.', 'Creative use of existing data, as well frequent integration of new types of data, for feature engineering that will results in more predictive, accurate, and insightful models.', 'Deep dive into the internal mechanics of machine learning algorithms, suggesting modifications to our current implementation and pipeline.', 'Lead and guide data engineers in comparing the performance of different machine learning methods, such as kernel methods, XGBoost, regularized regression, and deep nets.', 'Develop causal models.', 'Develop and implement practical approaches to deal with real life data challenges, such as incomplete data, high signal to noise ratio.', 'Accelerate research-to-production cycle by developing new and novel experimental frameworks and metrics.', 'Integrate learning-to-rank techniques and collaborative filtering methods.', 'Ability to write clean and concise code, especially in R or Python.', 'Solid understanding of statistics.', 'Keen eye for detail and thoughtful investigation of data before relying upon it.', 'Intuition for data science best practices, stemming from proven experience.', 'Steadfast focus on creating impactful change and ability to prioritize between many tasks to maximize the improvement of the business.', ""5+ years industry experience and a Master's degree in a quantitative field, Ph.D. is a plus."", 'Collaborative team player who values the contribution of others.']"
Massachusetts General Hospital(MGH),Data Analyst I - Please Include a Cover Letter,2dbe5b67cd791fa6,"['Responsible for data management and statistical analysis for new and ongoing studies. Job duties require applicant to have strong working knowledge of regression modeling and epidemiological study design and knowledge of R and related data analysis pipelines.', 'Responsibilities include managing large-scale dataset and both developing and applying regression based analyses of epidemiologic and epigenetic data.', 'Collaborate with PI, Center staff, and site PIs in performance of the above duties.', 'Collaborate on the preparation of grant applications, manuscripts, and presentations.', 'Understanding of data management and data analysis workflows.', 'Advanced knowledge of statistical and epidemiological study design.', 'Proven ability to learn new computational tools and packages.', 'Excellent communications skills and ability to handle multiple projects simultaneously.']"
Trial Courts of Massachusetts,Child Welfare Data Analyst - Department of Research and Planning,20748cd6498b3c2c,"['fair and impartial administration of justice;', 'protection of constitutional and statutory rights and liberties;', 'equal access to justice for all in a safe and dignified environment with policies and practices that strengthen and support diversity, equity, and inclusion;', 'efficient, effective, and accountable resolution of disputes;', 'prompt and courteous service to the public by committed and dedicated professionals utilizing best practices in a manner that inspires public trust and confidence.']"
Twitter,Data Scientist,0ee3cb029370032f,"['Conduct analyses to learn from our vast amount of data, including exploratory data analysis, investigating A/B test results, observational and network data analysis, etc.', 'Analyze user behavior at scale, ranging from individual-level attributes to user populations.', 'Apply advanced statistical and machine learning techniques to model user behavior, identify causal impact and attribution, and build and benchmark metrics.', 'Use tools for interacting with large datasets such as Hadoop, Spark, and Presto.', 'Use Python or R (or similar) to conduct complex data analyses.', 'Use data visualization tools (e.g. Tableau or Zeppelin).', 'Communicate findings to executives and cross-functional product teams.', 'You communicate your findings clearly and empathetically to a wide audience of relevant partners, and are capable of building meaningful presentations and analyses that tell a “story”.', 'You’re capable of collaborating with our business, engineering, and product colleagues to discover new opportunities that benefit Twitter.', 'You’re a pragmatic problem solver with a strong quantitative background and passion for deriving insights from data.', 'You’re a self-starter who takes initiative and is capable of learning on the job.', 'You have experience owning complex projects from start to finish.', 'You’re excited to learn and apply new data analysis techniques and tools.', 'Masters or PhD dealing with quantitative analysis or commensurate work experience', 'Strong hands-on proficiency with at least one programming language such as Python, R, Java, Scala.', 'Experience using large scale quantitative customer data analysis to solve problems and answer questions', 'Experience with data visualization', 'Experience with social network data a plus']"
Novartis,Data Scientist – Data Connector,f1443e26a94bee1e,"['Engage with computational peers across the research organization to identify recurrent problems that can be solved at scale, focusing on all data domains that are of practical use in drug discovery.', 'Design, implement, and maintain robust methods, algorithms, and packages (python, R) that help the computational community solve old and new problems with ease.', 'Define, refine and promote the computational glue that is between large-scale data processing (such as NGS pipelines) and insights at very detailed level.', 'Ideate and implement visualizations, dashboards & webservices for data dissemination to computational peers as well as to non-computational collaborators.', 'Excellent scripting skills in both R and python, demonstrated ability to develop & deploy packages/modules for end users; proficiency in Linux, git, SQL and relevant software packages are essential.', 'Algorithmic/computational understanding of efficiently dealing with small and large sets of heterogeneous data.', 'Familiarity with biological data of relevance for drug discovery and an ability to communicate it with broad audiences (English oral and written).', 'A desire to relentlessly improve the status quo in terms of efficiently linking data across domains.', 'Higher education degree in a relevant field or equivalent years of experience (mathematics, computer science, bioinformatics, physics, biology, chemistry, etc.)', 'Statistics; machine learning; bioinformatics/cheminformatics domain knowledge.', 'Familiarity with literate programming environments (such as jupyter, R Markdown, Databricks) and/or cloud computing.']"
Systems & Technology Research,Data Scientist,9b45a0cc2353d2e9,"['A degree in a scientific field such as Statistics, Mathematics, or Computer Science', 'Experience in statistical modeling including performance evaluation and uncertainty quantification', 'Proficiency with a scientific programming language, preferably Python, and familiarity with Numpy, Pandas, and/or Scikit-learn packages', 'Experience in grooming sparse, incomplete, and noisy datasets', 'Motivated collaborator and an excellent communicator of ideas to both technical and non-technical audiences', 'US citizen and willing to obtain a U.S. Security Clearance', 'MS or PhD in a scientific field such as Statistics, Mathematics, Computer Science, or Data Science or 2+ years of relevant work experience', 'Familiarity with handling and analyzing data at scale, for example using Hadoop, Dask, Spark, and MapReduce', 'Working knowledge of data store tools such as SQL and Elasticsearch, and experience interacting with databases', 'Experience with deep learning and neural network training, testing, and evaluation with fluency in Tensorflow or PyTorch', 'Specialized expertise in a data-rich field such as time-series analysis, graph analytics, geospatial analysis, image processing, or Bayesian programming', 'Active U.S. Security Clearance', 'Competitive salary', 'Comprehensive benefits (Medical, Dental, Vision, Disability, Life)', '401k company match', 'Competitive and flexible paid time off', 'Continued higher education reimbursement', 'Profit sharing (Additional match to 401k)', 'Phone reimbursement plan', 'And more!']"
,,,
Applied Invention LLC,Summer Internship - 2020,05def312620fce4e,"['Software Programming/Development', 'Image Processing Development', 'Data Science', 'Electrical Engineering', 'Mechanical Engineering', 'Robotics', 'Actively support project managers and team members on a variety of projects', 'Specific day to day responsibilities will vary based upon skills, expertise and project needs', 'Intern candidates must be enrolled in a college or university working toward an advaced degree in any of the following: science, technology, engineering, math, or design', 'Resourceful, with a relentless drive for finding innovative and creative solutions', 'Passionate about STEM; has STEM hobbies', 'Creative individuals who approach problems with curiosity and enthusiasm', 'Ability to manage through ambiguity, comfort with grey space', 'Perseverance and tenacity', 'Multi-disciplinary engineering coursework with project experience in design and prototyping a plus', 'Intern positions at Applied Minds are paid and work full or part-time over the summer break', 'Positions are available in: Burbank, CA, Provo, UT, and Cambridge, MA. No relocation assistance will be offered.', 'The work environment is open and casual']"
Abcam,Logistics Technician,185a94c6d077d8dc,"['Process incoming shipments from suppliers, ensuring accuracy of all product data.', 'Aliquot product into vials and assemble kits for customer orders and global stocking.', 'Work with colleagues across the business to resolve discrepancies quickly.', 'Maintain accurate inventory levels using both manual and automated systems.', 'Shipping', 'Fulfill customer orders using internal systems and processes, ensuring accuracy of all products in all orders.', 'Generate required shipping documentation.', 'Dispatch orders in line with daily goals and customer expectations.', 'Ship domestically and internationally to customers and other distribution hubs.', 'Work with teammates to improve the efficiency and accuracy of any processes implemented within the Logistics Department using creativity and resourcefulness.', 'Comply with all Health & Safety (H&S) regulations.', 'Other duties as required', 'High School Diploma or GED', 'Bachelor’s Degree', 'Proven attention to detail, with a focus on accuracy', 'Proven ability to meet tight deadlines.', 'Prior experience working in a team-oriented environment.', 'Ability to prioritize and multi-task in a fast-paced environment.', 'Display solid organizational skills and exhibit effective and proactive communication across all departments and levels', 'Experience solving problems both independently and with others.', 'Able to lift 35lbs']"
