Companies,Positions,ID,Descriptions
State Street,Java/JavaScript Web-Stack Developer - CRD,7f2478771eb0700b,"['Work under minimal supervision to analyze, design, develop, test, and debug software enhancements and solutions within Charles River’s Wealth business including modifications to core frameworks', 'Collaborate with UI/UX Designers, Business Analysts and Product Managers to turn complex business requirements into working and sustainable software', 'Develop, test, debug, and implement software programs, applications and projects using Javascript, Java, and other browser-based technologies, include Sencha ExtJS.', 'Provide informed guidance and direction in code reviews', 'Write unit and automation tests to ensure a high-quality product using a JavaScript/Jasmine/Selenium platform', 'Contribute to written design and API documentation, and participate in customer documentation process', 'Assist in improving development test methodologies and contribute to related test methodology frameworks', 'Conduct manual tests to ensure a high-quality product', 'Provide expert level troubleshooting on large, mission critical client implementations', 'Actively participate in the agile software development process by adhering to and advancing the CRD scrum methodology, including attending all daily standups, sprint planning, backlog grooming, and retrospectives', 'Participate in cross-team group activities to complete assignments\nProvide mentoring to junior staff', 'B.S. degree (or foreign education equivalent) in Computer Science, Engineering, Mathematics, and Physics or other technical course of study required. MS degree strongly preferred.', '6 to 10 years of progressively responsible professional software engineering experience preferably in a financial services product delivery setting', 'Authoritative experience with Javascript and Java is essential', 'Able to contribute to complex design specs in consultation with senior staff', 'Able to work on medium to large projects with no supervision and on more complex tasks with minimal oversight', 'Excellent written and verbal communication skills', 'Able to work well with peers in a collaborative team environment', 'Experience with Agile development methodology strongly desired']"
JD Softtech,PHP Framework Developer,74841ae117d41295,"['Advanced MVC framework knowledge: CodeIgniter & Laravel', 'Write ""clean"", well designed code', 'Knowledge of Javascript — jQuery & AJAX', 'Produce detailed specifications', 'Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality', 'Contribute in all phases of the development lifecycle', 'Follow industry best practices', 'Develop and deploy new features to facilitate related procedures and tools if necessary']"
,,,
University of Massachusetts Medical School,Intake Coordinator,40fe1c25c677d996,"['Responsible for understanding Intake policies and procedures as they relate to the Unit and updating as necessary', 'Coordinate, monitor, and measure work distribution/productivity/quality levels of Intake staff responsible for opening new cases and submit results to Manager through available communication channels.', 'Conduct thorough analysis of case documentation and history, and if necessary apprise relevant parties on Unit policies and procedures including need for case documentation required by law.', 'Use large web based databases (MMIS,Cognos & Case Tracking) to acquire member eligibility reports, claims history, and case-head information to aid in case coordination.', 'Maintain an understanding and knowledge of member aid categories to determine which, if any, benefits were received', 'Train Intake staff or temporary staff on procedural changes; and provide input to senior staff and software developers on methods to improve or streamline the Intake process.', 'Oversee and assist Intake staff with processing incoming and outgoing mail, closed case filing and reporting, and other Unit related duties as requested or required', 'Research relevant case information through the use of web based applications/tools such as Accurint, MMIS, Cognos, Lexis/Nexis, Registry of Deeds.', 'Participate in weekly/monthly Unit management team meetings process.', 'Conduct regular meetings with staff to review essential Unit and operational updates and ensure consistent implementation of Intake policies and procedures.', 'Oversee the unit’s paperless scanning environment process as well as, but not limited to, software knowledge, staff training and equipment maintenance and purchases.', 'Perform other duties as assigned or required.', 'Bachelor’s Degree or equivalent experience', '1 year related customer service or business experience', 'Strong analytical, oral and written communication skills', 'Proficient in Office and Web-based applications', 'Ability to read, interpret, apply and explain the provisions of the laws, rules, regulations, policies, procedures, specifications, standards and guidelines governing agency operations and assigned unit activities.', 'Working knowledge of Microsoft Office', 'The applicant will demonstrate the ability to successfully navigate a heavy telephone work environment.', 'Ensure a high level of customer service is maintained at all times.', 'Bi-Lingual highly preferred']"
,,,
Source Code,Web Developer,b8a3dc307b7541cb,"['Demonstrated web development skills (e.g., through a portfolio of work, storyboards, technical diagrams, etc.)', 'Proficiency in PHP 7.x', 'Proficiency in CakePHP 3.x', 'Proficiency in the following languages: HTML5, CSS3, JavaScript', 'Proficiency with Git and basic command line functions', 'Understanding of OOP', 'Understanding of MVC', 'Strong understanding of performance optimization best practices and tools', 'Strong understanding with process flowcharting, wireframes, mock-ups, site maps', 'A firm grasp of SEO / SEM best practices', 'Proficiency in creating basic test plans', 'Love of learning', 'Ability to work independently', 'Dedicated team player', '5+ years’ experience in application development and testing', 'Permission to work in the US without sponsorship', 'MySQL, MS SQL Server, AJAX, XML, DevOps/Agile and MVC', 'Linux environment', 'Data Mapping, Web server/network/IT experience', 'Google Analytics', 'Microsoft Office Suite (specifically Outlook, PowerPoint, Excel, and OneDrive)', 'PHPstorm or Eclipse IDE', 'website hosting and server technology', 'Browser testing and debugging', 'The primary office will be at our HQ located in Waltham, MA', 'Some travel to other office locations required (Seattle, WA, and Los Angeles, CA)', 'This is a fulltime position / No contractors or other outsourcing (please)', 'Competitive salary & performance-based bonus', 'Annual paid vacation & sick days', 'Health & Dental Insurance', 'Short term and Long term disability Insurance', '401(k) retirement plan', 'Bachelor’s Degree in Computer Science or related field']"
Neptune Web,Web Developer,6840903ac20c98f9,"['5-7 years of web development experience', 'Exposure to current trends in web development in a cross-platform environment', 'Experience developing clean, compact, cross-browser and cross-platform web software', 'Experience with programming in PHP, ASP.net (Perl, VBScript, Java, C or C++ will be a plus)', 'Experience with frontend technologies including HTML, CSS, Javascript and frameworks eg. jQuery, Backbone', 'Excellent communication skills - the ability to analyze and identify clients problems and effectively solve them']"
TakeTours.com,Web Developer,9209ec8020eed52e,"['Design and develop scalable web solutions with Java and other open source techniques', 'Work with and assist front end developers with HTML5, CSS, JavaScript, JQuery', 'Work with remote and local developers to implement web, cloud, and mobile products', 'Develop web services for 3rd party integration', '2+ years of experience in developing software applications', 'Fluent in one or a few objected oriented languages', 'Clear understanding of best practice on software development', 'Ability to work with HTML5, CSS, JavaScript including JQuery', 'Ability to develop web services and scalable web applications', 'CS or engineering degree with preference in advanced degree', 'Experience on iPhone/Android applications is a plus', 'Experience on database development is a plus', 'Experience with Linux servers is a plus', 'Competitive base salary', 'Benefits include health, dental and 401(k)', 'Travel Credits and employee discount']"
Google,"Software Engineering Intern, BS, Winter 2020",1d99705341f0d46c,"['1. In the “Resume Section:” attach an updated CV or resume.', '2. In the “Education Section:” attach a current or recent unofficial or official transcript in English.', 'Under “Degree Status,” select “Now attending” to upload a transcript.', ""Currently enrolled in a Bachelor's degree program in Computer Science, or related technical field."", 'Experience with Data Structures or Algorithms gathered from: completing a data structures or algorithms class, coursework, course projects, research, individual projects, internships, or other practical experience inside or outside of school or work (including open source hobby coding).', 'Experience in Software Development and coding in a general purpose programming language.', 'Examples of coding in one of the following programming languages including but not limited to: C, C++, Java, JavaScript, or Python.', 'Authorization to legally work in the United States.', 'Returning to a degree program after completion of the internship.', 'Experience programming in two or more of the languages including but not limited to: C, C++, C#, Java, JavaScript, Go or Python.', 'Experience working with some of the following: web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, machine learning, information retrieval, natural language processing, networking, developing large software systems, and/or security software development.', 'Demonstrated interest and ability to learn other coding languages as needed.', 'Excellent communication skills, with the ability to speak and write in English.', 'Apply knowledge gained in computer science courses to real-world challenges.', 'Analyze information and evaluate results to choose the best solution to effectively solve challenges.', 'Develop scripts to automate routine tasks.', 'Create and support a productive and innovative team. This includes working with peers, managers, and teams.']"
LogicManager,Database Developer,53281f7186d8b62d,"['Build, test, and deliver software using Agile Methodologies', 'Design and implement database solutions within architectural, security and code quality guidelines considering performance, scalability and sustainability', 'Troubleshoot and tuning complex SQL statements and making recommendations on indexing strategies', 'Work closely with application developers to ensure proper design and implementation of database systems', 'Participate in database architectural review and design discussions', 'Analyze complex data requirements - Must be strong in working with complex queries;', 'Perform code reviews, learning from your peers, and sharing your knowledge with them in a positive, friendly way', 'Actively participate in promoting company culture', 'Bachelors degree in a technical or quantitative field preferred', '3-5 years of technical experience as database or reporting developer', 'Demonstrated ability to understand various data structures and common methods in data extraction and transformation', 'Experience writing SQL code to query databases', 'Experience with Oracle database 11g/12c', 'Proficiency with OpenText iHub reporting platform or similar product', 'Proficiency with data preparation software such Tableau Data Prep, Alteryx, TOAD, or Veera', 'Excellent organizational and time management skills', 'Ability to work collaboratively and effective customer service skills', 'Ability to manage multiple concurrent projects and activities yet maintain attention to detail', 'Award-Winning Culture: We’re named Best Place to Work 2019 by Built In, one of the Best Tech Work Cultures by the Timmy Awards, and certified as a Great Place to Work® since 2017', 'Collaborative Offices: We have a modern, open floor layout designed for cross functional collaboration and employee growth. We also have conference rooms for brainstorming sessions and team meetings.', 'Downtown Location: We are located in Boston’s growing Seaport and Innovation District with great views of the channel and within walking distance to many restaurants, cafes, bars, and shops. Our offices are easily accessible by public transportation and a quick walk from South Station.', 'Great Benefits & Perks: We believe in supporting our employees with benefits that matter, which is why we offer competitive salaries, benefits, company stock options, paid vacation, community service days, and more. We also celebrate our successes with frequent company-sponsored lunches, happy hours, events, and other perks.', 'Leadership with a Vision: LogicManager is a workforce of thought leaders and dynamic innovators coming together with a vision to dramatically improve the way companies protect their reputations.']"
MassMutual,Web Developer,668c34e39fb99a71,"['Drive toward the effective utilization of the latest technologies, partnering with business stakeholders across the team, as well as experts in other areas including data science to achieve goals', 'Learn and master new and emerging technologies and take initiative to offer technical direction and creative solutions', 'Build responsive web applications that provide best-in-class support for multiple browsers and mobile devices', 'Mentor other developers on technologies and techniques in JavaScript application development', 'Engage in collaborative environment with agile squads across the organization to develop highly interactive digital experiences on exciting technology directives.', 'Develop complex software programming applications', 'Responsible for components of an application or sub-systems, such as sophisticated file management routines, large telecommunications networks, administrative and statistical software packages, performance evaluation and enhancements', 'Perform related duties as assigned or requested', 'Receives general supervision and is competent to work at a high level of all technical phases of software programming while working on own most of the time', 'HTML5: expertise in cross-browser design and implementations; expertise crafting pages with semantic markup; expertise in DOM manipulation; familiarity with W3C standards', 'JavaScript: expertise building single-page applications or progressive web applications; expertise building applications in one of: React, Vue, Angular, underscore, require; proficiency in ES6; proficiency with web bundlers, such as webpack or parcel; proficiency with package managers; proficiency with templating syntax, like ejs', 'Progressive Web App/Graceful Degradation: experience in implementations across devices, including: desktop, tablet, and mobile browsers', 'Git: expertise with workflow steps, including: branching, merging, rebasing, pull requests; working knowledge of reversion and alternative git flows', 'Docker: experience building images, Dockerfile syntax, secrets, volumes, and port binding; working knowledge of docker-compose', 'Virtualization: experience with virtual machines; one of: Vagrant, VirtualBox, Parallels, VMWare; experience mounting volumes and port binding', 'Agile: experience working in an Agile development environment; experience with an online planning system, such as JIRA, Trello, Pivotal Tracker, etc.', 'Authorized to work in the United States with or without sponsorship', 'Bachelorâ€™s degree', '5 years Web Development experience', 'Cloud Architecture: understanding of stateless/â€\x9d12 factorâ€\x9d application principles', 'APIs: experience with RESTful APIs; understanding of API specifications, such as Swagger docs', 'Deployments: experience with â€œblue/greenâ€\x9d (or â€œred/blackâ€\x9d), rolling, or canary deployment strategies', 'Advanced React: experience with higher order components, and composition of components', 'Redux or Flux: experience with application data architecture', 'Webpack: experience customizing webpack configurations for multi target builds.', 'Testing: experience writing unit, integration, integration and load tests; expertise with one of jest, mocha, chai, enzyme, and sinon; proficiency with cross-browser testing tools and/or platforms', 'Code Quality: experience with eslint, csslint', 'Continuous Integration: experience using pipelines to support continuous delivery; understanding of the value stream', 'Documentation: proficiency with technical writing; proficiency with markdown syntax; proficiency writing wiki pages for technical documentation including troubleshooting, tutorials, and reference material']"
Hyperlink Web International,Senior Web Developer,d6dd58d06d4be827,"['Highly familiar with front-end programming in HTML5 and CSS 3.0', 'Paypal, Google, Facebook and Paypal APIs: You should be familiar with the server- and client-side SDKs of these common web services. We use these for payment processing, analytics, and user authentication.', 'WordPress: A majority of our websites are powered by WP, meaning you will design themes, author plugins, and set up certain endpoints (REST, XML-RPC).', 'jQuery/Prototype/Pure JavaScript: You should be very comfortable using native JavaScript and creating reusable jQuery plugins from scratch.', 'PHPDoc/JavaDoc: Just as important as writing code is letting other developers know how your classes and methods work.', 'PHPUnit / JUnit / Selenium: Apart from clean code, you should make production-grade, brute-tested code before shipping it to the team.', 'Performance tuning: Given our rather large user base, you are expected to be familiar with at least one caching service (e.g. basic object/file caching libraries, Redis, Memcached).', 'REST/XML services: You should be able to create endpoints to our web services so they can be accessed by apps and extensions.', 'GIT: Above average proficiency collaborating code with teams, setting up hooks, and introducing workflows that improve efficiency.', 'JIRA / Redmine / Basecamp: Experience with at least one of these project collaboration platforms.', 'Linux: BASH savvy is important, as a lot of deployment and debugging work involves working with virtual private server terminals.', 'MySQL or MariaDB: You will architect, optimize, and reengineer database schemas. A degree of fluency with advanced functions is preferred.', 'Attention to detail: Telling us about spelling or grammar errors in this job post is welcome an the interview.', 'Java J2EE 7 & Spring Framework: Our flagship project runs on the Spring Framework, meaning we’ll devote a lot more time on it than other projects. You should also be comfortable deploying and configuring Tomcat / Glassfish / Jetty containers.', 'Jenkins: Knowing GIT is half the story. Strong knowledge of continuous integration is highly preferred.', 'Drupal: We will start using Drupal on a large scale very soon, and experience in developing themes and extending community modules certainly piques our interest.', 'Other JavaScript libraries/frameworks/compilers: node.js, CoffeeScript, Dojo, Knockout, AngularJS, Mootools.', 'Chrome extensions/GreaseMonkey scripting.', 'PostgreSQL: Not as important as MySQL at this point, but considered an added advantage.', 'PHP MVC frameworks\nSymfony2: A Symfony certificate is deemed the highest qualification, but if you have a suite of repositories or production websites powered by Symfony, feel free to brandish.\nLaravel: Just as relevant as Symfony2 (if you already know it).\nCodeIgniter: Some of our current projects use CodeIgniter. We do not actively use CI anymore, but experience in its considered an advantage.', 'Symfony2: A Symfony certificate is deemed the highest qualification, but if you have a suite of repositories or production websites powered by Symfony, feel free to brandish.', 'Laravel: Just as relevant as Symfony2 (if you already know it).', 'CodeIgniter: Some of our current projects use CodeIgniter. We do not actively use CI anymore, but experience in its considered an advantage.', 'UX\nLESS/SASS: A definite advantage is if you can recompile and extend Bootstrap / Foundation themes using tools like Node.JS and/or Ruby.\nAdobe Photoshop: For asset creation and photo manipulation.\nAdobe Fireworks: For prototyping projects and creating GIF/PNG assets.\nAngularJS: For creating fluid back-ends. This goes hand-in-hand with Symfony. Not required but a major plus.', 'LESS/SASS: A definite advantage is if you can recompile and extend Bootstrap / Foundation themes using tools like Node.JS and/or Ruby.', 'Adobe Photoshop: For asset creation and photo manipulation.', 'Adobe Fireworks: For prototyping projects and creating GIF/PNG assets.', 'AngularJS: For creating fluid back-ends. This goes hand-in-hand with Symfony. Not required but a major plus.', 'SEO\nSchema.org / Microformats: We prefer a developer who understands the value of the semantic web.\nW3C-compliant code: Syntactically correct HTML5-compliant code is the foundation of better search results.', 'Schema.org / Microformats: We prefer a developer who understands the value of the semantic web.', 'W3C-compliant code: Syntactically correct HTML5-compliant code is the foundation of better search results.']"
TripAdvisor,Senior Web Developer - CoreX,0e6f614c2a4c9aa5,"['Write code.', 'Work with your team, and other groups such as product management, design, and others, to help bring our projects to fruition.', 'Drive user facing features for our team, and also means being able to touch and have a hand in whatever level of code is required in order to complete your project.', ""Be creative and pragmatic when solving the problems you're working on."", 'Be a mentor for others on the team.', ""Move quickly. We have a daily release so you'll get to build it and ship it!"", '6 or more years of experience as a professional software engineer.', 'An open mind', 'Willingness to learn', 'A desire to move quickly (one of our mottos is ""Speed Wins!"")', 'The mindset that done is often the better option over perfection.', 'Source: Jumpshot for TripAdvisor Sites, worldwide, February 2019']"
Warren for President,Designer,9008beab883f0af2,"['Quickly, professionally, and patiently complete design tasks that may be well above or below your skill level.', 'Support (and sometimes lead) the visual and experience design for a wide range of projects – including web/email/social fundraising graphics, one-off initiatives, rapid response, merchandise, placards and flyers, photography and photo research, as well as collaborating with the video team to ensure our static and motion graphics are aligned.', 'Collaborate with the team to develop ideas and creative solutions; present and articulate design rationale to the team; collaborate and iterate based on feedback and testing outcomes', 'Flexible skill set and versatile design aesthetic: a range of examples of how to inspire and activate a range of audiences across platforms. Expertise in Adobe Creative Suite (PS/AI) & Sketchapp are required. Extra credit for knowledge of prototyping tools like Marvel or InVision, After Effects, and in pushing Google Slides and Google Docs to their absolute graphic limits.', 'Have a capacity to be resourceful and self-directed while handling multiple projects in a fast-paced environment.', 'Strong conceptual and strategic thinking: an advanced understanding of how design fits into the broader vision of a project, and how to respond to creative challenges within the constraints of budgets, timing, and resources.', 'Agility: an ability to adapt to evolving project needs and communicate effectively with both colleagues and clients to solve problems on the fly. Teamwork and scrappiness required.', 'Drive: a shared curiosity and commitment to making change. This includes comfort with ambiguity, a restlessness that resists the status quo, and a dedication to creative integrity that ensures we’re always making progress in moving our work forward.', 'Resilience: Empathy, humility, respect, and the ability to act as a role model at campaign headquarters']"
,,,
Financial Recovery Technologies,Web Application Developer,f6e5356d32b64553,"['Take pride in delivering quality software while adhering to industry best practice\nProduce good, well-written code - code that is stable, secure, and maintainble\nFocus on front-end technologies, including Angular7 (TypeScript), Angular Material, Sass, and Webpack', 'Produce good, well-written code - code that is stable, secure, and maintainble', 'Focus on front-end technologies, including Angular7 (TypeScript), Angular Material, Sass, and Webpack', 'Interface with business-side counterparts to convert requirements into well-designed systems, creating responsive, accessible, and performant User Interfaces in partnership with stakeholders and designers\nWork closely with BAs to understand business needs\nBuild reasonable systems, appropriately designed to satisfy those needs\nIntroduce complexity only to the extent necessary', 'Work closely with BAs to understand business needs', 'Build reasonable systems, appropriately designed to satisfy those needs', 'Introduce complexity only to the extent necessary', 'Be an active part of an Agile team\nParticipate in code review\nContribute to design discussions\nBe unafraid to admit ignorance in a complex business - ask any question necessary to ensure you get it\nWork share and pick up tasks as needed', 'Participate in code review', 'Contribute to design discussions', 'Be unafraid to admit ignorance in a complex business - ask any question necessary to ensure you get it', 'Work share and pick up tasks as needed', 'Deliver on critical business and technical initiatives - what is on the docket for the rest of this year?\nredesigns of our client portal and our client notification engine\nupgrade of our Angular framework\ncontinued automation efforts', 'redesigns of our client portal and our client notification engine', 'upgrade of our Angular framework', 'continued automation efforts', 'An experienced engineer who is excited about working with Angular and has multiple years of experience writing client-side Javascript applications using Angular', 'Focused on front-end technologies, including Angular7 (TypeScript), Angular Material, Sass, and Webpack, with experience with Node/js, Mongo, and Linux', 'Highly proficient with and interest in modern web technologies and techniques such as HTML5, CSS3, ECMAScript 2016, CSS pre-processors (SASS, Less, Stylus), TypeScript, and JavaScript build tools (Webpack, Gulp) - experience developing JSON RESTful HTTP services is a plus', 'Committed to learning and keeping up to date with new technologies and industry best practices', 'An excellent engineer and problem solver who also has phenomenal communication and collaboration skills;', 'Intellectually curious with a demonstrated commitment to continuous growth; and', 'Of course, interested in joining a growing company with a vibrant, entrepreneurial culture, dedicated to being the top provider in the class action recovery space.', 'Fun and diverse colleagues in a relaxed environment', 'Free drinks and snacks and free access to onsite gym', 'Health, dental, vision', '401k (with company match)', 'Income protection plans (life, AD&D, short- and long-term disability) and access to a suite of voluntary benefit programs', 'Close to public transit (walking distance to Wellington T on Orange Line)', 'Free parking onsite']"
XL Catlin,Assistant Scientist – Quality Engineering,1e71dc003663cb42,"['Drive the strategic vision for System and User Acceptance testing\nAutomation of tests including reconciliations, user interfaces such as Business Intelligence solutions and validation of calculations\nDocumentation of test plan, cases, results\nTriage and Prioritization of defects with all stakeholders\nCommunications for Business Partners, Business Product Owners and testing teams\nSupport onshore/offshore resource strategy with all testing team stakeholders', 'Automation of tests including reconciliations, user interfaces such as Business Intelligence solutions and validation of calculations', 'Documentation of test plan, cases, results', 'Triage and Prioritization of defects with all stakeholders', 'Communications for Business Partners, Business Product Owners and testing teams', 'Support onshore/offshore resource strategy with all testing team stakeholders', 'The overall plan, management, and execution of the entire User Acceptance Testing (UAT) flow, including:\nUAT strategy\nUAT plan\nUAT scenarios and test cases\nIntegration of UAT feedback into the agile sprint process', 'UAT strategy', 'UAT plan', 'UAT scenarios and test cases', 'Integration of UAT feedback into the agile sprint process', 'System Integration Testing background\nDevelop and execute test plan, scripts, and procedures for functional (IT), System Integration Testing (SIT).\nReview testing documentation, develop testing standards, define criteria for testing, analyze test results, and present results to developers and end users.\nKnowledge on Agile-SCRUM methodology.\nHands-on Experience in automation testing tools such as QTP /Selenium and development\nof automation framework.\nCollaborate with developers and Test leads to improve testability.\nFamiliar with setting up of test environments', 'Develop and execute test plan, scripts, and procedures for functional (IT), System Integration Testing (SIT).', 'Review testing documentation, develop testing standards, define criteria for testing, analyze test results, and present results to developers and end users.', 'Knowledge on Agile-SCRUM methodology.', 'Hands-on Experience in automation testing tools such as QTP /Selenium and development', 'of automation framework.', 'Collaborate with developers and Test leads to improve testability.', 'Familiar with setting up of test environments', 'Leadership accountability for ensuring that every release to customers is fit for purpose.', '8 to 10 years of strong testing background, including knowledge/experience in automation', 'Excellent written and speaking communication skills with experience of successfully influencing others', 'Experience in Setting up the automated frameworks for Testing', 'Experience with SQL, HIVE, ADLS, CosmosDB, SQL DW Analytics is required', 'Understanding of Web Service Architecture, System Integration, Agile development methodology', 'Having experience doing UAT/System Integration testing in the insurance industry is a plus', 'Proven track record of value addition done to the Product / Solutions through strong QA processes', 'Someone who can be a path setting leader through individual contribution in Testing', 'Strong expertise in tools such as Lightning, Bravo and any other Testing Automation Tools', 'Strong experience in Manual and Automated testing methodologies', 'Experience in non-functional testing types API testing, UI Testing is big plus', 'Knowledge of different types of Software Architectures and how they work', 'Ability to interpret complex data requirements and architect solutions', 'Distinctive problem-solving and analytical skills combined with strong business acumen', 'Knowledge of Commercial Insurance business', 'Knowledge/Experience of Testing in cloud-based systems in different layers']"
MassMutual,Front End Developer,097298c2cc2a879a,"['Leveraging a solid knowledge of HTML5, CSS3, JavaScript, and JavaScript frameworks, work in a collaborative environment to develop highly interactive digital experiences.', 'Drive toward the effective utilization of the latest technologies, partnering with business stakeholders across the team, as well as experts in other areas including data science to achieve these goals.', 'Learn and master new and emerging technologies and take initiative to offer technical direction and creative solutions.', 'Manage execution and timely completion of front-end engineering projects by analyzing scope and determining project specifications, establishing testing methods for product investigations, analyzing test programs for adequacy and sequence, examining samples for compliance with requirements, and preparing reports', 'Formulate plans with detailed calculations, drawings, diagrams, project specifications and budget estimates, and read and interpret precast reinforcement shop drawings, civil grading plans and structural drawings.', 'Maintain system functionality through rigorous testing, identifying ways to improve efficiency and productivity, and providing maintenance and support activities for all existing solutions', 'Monitor industry trends and implement appropriate methods to keep production on the cutting edge, while meeting financial goals and providing cost savings', 'Utilize software programming for the preparation of technical specifications, user documentation, presentations, and progress and results tracking', 'Build professional skills through continued training, education, and networking events', '2 yearsâ€™ experience in front-end web development proven by an outstanding online portfolio or online code repository', 'HTML5: cross-browser design and implementations; proficiency crafting pages with semantic markup; knowledge of W3C standards', 'CSS3: proficiency building libraries that use transitions and media queries; expertise in one of: BEM, Atomic, DRYCSS, OOCSS, SMACSS', 'JavaScript: expert knowledge of element selection, property inspection; proficiency with branching logic; proficiency with package managers', 'Docker: experience building images, Dockerfile syntax, volumes, and port binding; working knowledge of docker-compose', 'Authorized to work in the United States with or without sponsorship', 'Bachelorâ€™s degree is required', 'Accessibility: knowledge of ARI', 'Experience writing unit tests, browser automation tests; understanding of cross-browser testing tools or platforms', 'Experience with ESLint, CSS Lint', 'Experience with data-driven content sites; experience mapping user flows through content sites', 'Experience with theme development across multiple domains', 'Experience building modular code', 'Experience with continuous deployment', 'Progressive Web App/Graceful Degradation: experience in implementations across devices, including: desktop, tablet, and mobile browsers', 'Git: knowledge with workflow steps, including: branching, merging, rebasing, pull requests; working knowledge of reversion and alternative Git flows']"
Integrated IT Solutions,Web Developer,ac5403791413d4ed,"['Demonstrated web development skills (e.g., through a portfolio of work, storyboards, technical diagrams, etc.)', 'Proficiency in PHP 7.x', 'Proficiency in CakePHP 3.x', 'Proficiency in the following languages: HTML5, CSS3, JavaScript', 'Proficiency with Git and basic command line functions', 'Understanding of OOP', 'Understanding of MVC', 'Strong understanding of performance optimization best practices and tools', 'Strong understanding with process flowcharting, wireframes, mock-ups, site maps', 'A firm grasp of SEO / SEM best practices', 'Proficiency in creating basic test plans', 'Love of learning', 'Ability to work independently', 'Dedicated team player', '5+ years’ experience in application development and testing', 'Permission to work in the US without sponsorship', 'MySQL, MS SQL Server, AJAX, XML, DevOps/Agile and MVC', 'Linux environment', 'Data Mapping, Web server/network/IT experience', 'Google Analytics', 'Microsoft Office Suite (specifically Outlook, PowerPoint, Excel, and OneDrive)', 'PHPstorm or Eclipse IDE', 'website hosting and server technology', 'Browser testing and debugging', 'The primary office will be at our HQ located in Waltham, MA', 'Some travel to other office locations required (Seattle, WA, and Los Angeles, CA)', 'This is a fulltime position / No contractors or other outsourcing (please)', 'Competitive salary & performance-based bonus', 'Annual paid vacation & sick days', 'Health & Dental Insurance', 'Short term and Long term disability Insurance', '401(k) retirement plan', 'Bachelor’s Degree in Computer Science or related field']"
DIGITALiBIZ,.Net Web Developer,610fc8dc357d7338,"['Bachelor’s degree in Computer Science with progressive work experience', 'Experience working directly with clients, designers, and writers', 'Excellent communication skills, both written and oral', 'Ability to effectively identify technical issues during the design process and suggest effective solutions', 'Must be authorized to work in the United States', 'Must have the following technical requirements\nASP .Net 4.0+\njQuery\nCSS3\nSQL', 'ASP .Net 4.0+', 'jQuery', 'CSS3', 'SQL', 'Experience with the following:\nPL/SQL\nNet\nD3\nHTML5\nMVC 4+', 'PL/SQL', 'Net', 'D3', 'HTML5', 'MVC 4+']"
