Companies,Positions,ID,Descriptions
Wellframe,Associate Software Engineer,82d93b8dfa5650ca,"['Develop a dashboard for care managers that prioritizes patient follow-up based on rich data analysis of user activity patterns, clinical protocols and behavior anomalies, use rich data analysis of user activity patterns, clinical protocols and behavior anomalies, Combine clinical medicine, machine learning, and mobile technology (50%)', 'Deliver personalized tasks and content to patients based on clinical disease treatment protocols, as well as user engagement / adherence, to maximize clinical outcomes (25%)', 'Abstract away integrations with customer enterprise back-office systems, electronic medical records, pharmacy data, patient subscriber and claims information (25%)', 'A B.S. or M.S. degree in Computer Science, Computer Engineering, or a closely related field of study.', 'Development experience building SaaS or cloud-based commercial software products.', 'Experienced with backend web frameworks such as Ruby on Rails (or Django, Play, etc.).', 'Proficient with a modern scripting language such as Ruby or Python.', 'Proficient with front end frameworks such as React, Angular, etc.', 'Excellent communicator, comfortable explaining technical problems and plans in person and in writing.', 'Thrives on diverse technical challenges — our system integrates a wide variety of healthcare and other technologies.', 'Passionate about leveraging their technical skills to help improve patient care.', 'Works effectively in fast-paced, agile startup environment, and finds fulfillment delivering innovative solutions.']"
,,,
Booz Allen Hamilton,Boston Event Profile,8058ac59eeb320d6,"['Program Managers/Schedulers', 'Platform Solutions Architects', 'Cybersecurity Engineers', 'Cyber Business Leads', 'Cloud Architects', 'Configuration Managers', 'Software Developers/Engineers', 'Information Assurance Engineers', 'Penetration Testers', 'Network Security Architects and Engineers', 'Software Engineers', 'Systems Architects and Engineers', 'Executive Assistants', 'DevOps Architects', 'Agile Coaches', 'Site Reliability Engineers', 'and more!!!!']"
"Amazon.com Services, Inc.",Software Development Engineer,52a8fb4ae988e8b3,"['2+ years of non-internship professional software development experience', 'Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design', '1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.', 'Develop performant cutting edge speech technology software', 'Design, prototype and evaluate new machine learning inference algorithms', 'Participate in deep-dive analysis and profiling of production code', 'Work in an Agile/Scrum environment to deliver high quality software against aggressive schedules.', 'Hold a high bar for technical excellence within the team and across the organization', 'Experience in speech recognition or related technology', ""Bachelor's degree or higher in related fields (CS, Speech, NLU, Computer Vision, etc.)"", 'Solid s/w engineer & advanced C++ experience', 'Excellence in technical communication with peers and non-technical audiences', 'Demonstrated ability to mentor other software developers and provide technical guidance and vision']"
Staples,Software Engineer I,e0156e75dbb3c100,"['Participate and gather deep technical expertise in all mobile areas as they relate to Android platform including but not limited to Android and Android Internals.', 'Develop in-depth knowledge of several Staples business processes and systems environment', 'Act in the capacity of a software engineer to actively participate in the definition, design, development, testing and implementation of software functionality using the Agile methodology', 'Create or modify complex programs, modules, routines, scripts and data objects from a detailed design where efficiency, performance and reliability are critical', 'Work with and advise both business and technology teams (internal and external) on how best to implement desired features and enhancements', 'Ensure that technical solutions follow best practices, are reliable, are easily maintainable and are scalable under sustained load', 'Participate in design and code reviews', 'Collaborate to identify, isolate and resolve malfunctions related to software', 'Conduct knowledge transition on solutions to the designated application support team(s)', 'Create and evolve application documentation as required', 'Operate in compliance with IT standards, policies, procedures, and best practices', 'Bachelors degree (CS preferred) or equivalent work experience', '0-2 years of related software Development experience.', '0-2 years of full software development lifecycle experience including the ability to perform independent analysis', '0-2 years of development experience in Java 8.', '0-2 years of experience developing applications in Android Studio, Retrofit, Gradle and Android OS.', '0-2 years of experience in SQL and developing applications with relational database technologies', '0-2 years of experience with development of Native Android apps on the platform', '0-2 years of experience working with web services (SOAP/HTTP, REST), Retrofit', 'Experience with any of the following: Agile/Scrum, open source technologies, responsive application design, continuous integration using Jenkins', 'Experience with Service Oriented Architecture', 'Familiarity with Quality Assurance methodologies and automated testing using tools such as Selenium', 'Exposure to working in a retail, manufacturing, or print solutions', 'Experience working directly with non-IT business partners', 'Strong analytical abilities and a strong intellectual curiosity', 'Strong verbal and written communication skills', 'Strong time management and organization skills', 'Ability to balance multiple priorities at a given time', 'Must be team oriented and have a customer service mindset', 'Self-driven, able to work independently or within a team setting', 'Results oriented and adaptable']"
,,,
Delphix,Software Engineer - Boston,8af989c7be76eae5,"['Design and implement large components of the product', 'Deliver complex projects by defining structure in areas of uncertainty and identifying discrete deliverable', '1–2 years experience in software engineer', 'Excellent analytical and problem-solving skills', 'Ability and desire to work in a fast-paced, test-driven, agile, collaborative and iterative programming environment', 'Ability to clearly articulate information with the appropriate technical depth', 'A desire to build great products, learn new technical areas, and dive in wherever there is a need']"
,,,
IQVIA,Software Engineer 2,03848a9b515f3457,"['Independently lead the development of small to medium size system components', 'Provide peer support to Software Engineers in the design of new small system components', 'Contribute to the design and development of new features and applications.', 'Unit testing and functional testing of new functionality.', 'Support customers and professional services as required to address any questions or resolve any issues related to the DrugDev Data Solutions platform.', 'Help on-board new Software Engineers to the team', 'Review of functional specifications and other validation deliverables as assigned', 'Other duties as assigned', 'Technical/functional expertise', 'Communication', 'Decision making', 'Customer focus', 'Conflict management', 'Energy, motivation and work rate', 'BS in a related field (CS, Math) or comparable field', 'Graduate degree desirable', '3 to 5 years prior related experience in developing web applications, graduate experience, or demonstrated success in development with DrugDev Spark or equivalent system', 'Experience with Ruby on Rails, Python, React, Ember or similar web framework.', 'Ability to write clean code', 'History of successfully designing small to medium system components', 'Good interpersonal communication and presentation skills', 'Attention to detail']"
Ascensus,Software Engineer,b939233da6916c8d,"['Work in an agile development environment by collaborating with the team to meet shared objectives.', 'Design and develop web applications and batch jobs.', 'Participate in meetings and/or brainstorming sessions with team members within and across scrum teams.', 'Deliver unit tests for the software components being built.', 'Work with quality assurance team to make sure software artifacts are tested in time for the sprint launch', 'Good OOA/OOD skills and strong understanding of Software architecture concepts.', '5+ years of work experience in Java, SQL and relational databases', 'Ability to work with the team and handle a fast-paced work environment, deadlines and new challenges', 'Great communication, critical thinking, problem solving, and time-management skills', 'Agile/Scrum experience', 'REST Web service', 'Mobile app development using Angular and Ionic', 'Spring Batch framework exposure', 'Amazon Web Services (AWS) knowledge', 'Financial Services experience']"
Google,"Software Engineer, Engineering Productivity",ab135ef72d4060eb,"[""Bachelor's in Computer Science or related technical field or equivalent practical experience."", 'Software development experience in one or more general purpose programming languages.', 'Experience in one or more of the following: test automation, refactoring code, test-driven development, build infrastructure, optimizing software, debugging, building tools and testing frameworks.', ""Master's or PhD degree in Computer Science or related technical field."", 'Experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Objective-C, Python, JavaScript, or Go.', 'Scripting skills in Python, Perl, Shell or another common language.', 'Lead/contribute to engineering efforts from design to implementation, solving complex technical challenges around developer and engineering productivity and velocity.', 'Design and build advanced automated build, test, and release infrastructure.', 'Drive adoption of best practices in code health, testing, and maintainability.', 'Analyze and decompose complex software systems and collaborate with cross-functional teams to influence design for testability.']"
Liberty Mutual Insurance,Software Engineer,a21ae949be68d190,"['You will collaborate closely with a team of technologists, analysts, developers and test engineers to deliver complex software solutions.', 'Drive full cycle end to end development from design through implementation.', 'The role requires hands-on development, problem resolution and knowledge of various horizontal and vertical packages - spanning across all layers of our technical stack.', 'In an Agile environment, work with business team members, product owners, and other software engineers to review and qualify business requirements, functional specifications, use-cases, and test plans.', 'Design, prototype and author code for software components and applications based on functional specification and optimize them for system performance.', ""Bachelor's Degree in technical discipline preferably computer science or software development."", 'Generally 3+ years of professional development experience.', 'Moderate knowledge of IT concepts, strategies, methodologies, architectures and technical standards.', 'Excellent analytical, problem solving, and communication skills.', 'Experience with layered system architectures and layered solutions; understanding of shared software concepts.', 'Java development experience', 'Experience working with agile methodologies (Scrum, Kanban, XP) and cross-functional teams (Product Owners, Scrum Masters, Developers, Designers, Test Engineers)', 'Ideally familiar with Design Thinking, Behavior and Test-Driven Development', 'Experience with HTML, JavaScript, XML/XSD, Web Services.', 'Experience with Unit Testing frameworks (e.g., Junit, Mockito).', 'Experience with IBM Integration Designer, WebSphere Integration Developer (WID) is a plus.', 'Experience with Spring Boot and/or Docker is a plus.', 'Experience with cloud services such as Amazon Web Services is a strong plus.', 'Experience integrating with and managing microservices exposed via SOAP and/or REST APIs including development and support of Java services a strong plus.']"
Physical Sciences Inc.,Laser Development Scientist/Engineer,ad05511ec8e4cf27,"['Must have a bachelor’s degree in a relevant field is strongly preferred but an associate degree with >2 years of relevant experience in optical systems will be considered.', 'A background or coursework in laser technology as well as a willingness to work with lasers of all classifications.', 'Prior experience in a physics or engineering laboratory setting with the background or willingness to learn common optical assembly methods as well as how to monitor and test laser operation and performance using laser power and energy meters.', 'Assist staff scientists in the design and set-up of experiments, including mounting of optical elements and alignment.', 'Run experiments, capture, organize, and analyze data,', 'Maintain documents/manuals of optical, mechanical and electronic equipment including calibration and repair.', 'Maintain the laboratory equipment including laser safety goggles and tool box.', 'The ability to use multimeters, oscilloscopes, cameras, and other electronic test equipment.', 'Excellent soldering, wiring and assembly skills.', 'Familiarity with National Instruments hardware and software.', 'Ability to read and understand mechanical assembly drawings.', 'Familiar and comfortable with skilled and safe use of hand and power tools, including compact milling machine and lathe.']"
Accenture,"Quality Engineer - Charlotte & Raleigh, NC",820b6e2b9a5b2408,"['Adapts existing methods and procedures to create possible alternative solutions to moderately complex problems.', 'Understands the strategic direction set by senior management as it relates to team goals.', 'Uses considerable judgment to determine solution and seeks guidance on complex problems.', 'Primary upward interaction is with direct supervisor. May interact with peers and/or management levels at a client and/or within Accenture.', 'Determines methods and procedures on new assignments with guidance.', 'Decisions often impact the team in which they reside.', 'Manages small teams and/or work efforts (if in an individual contributor role) at a client or within Accenture.', 'Must be able and willing to travel 100% (Mon – Thursday every week)', 'A minimum of 3 years of experience in software testing', 'A minimum of 1 year of experience working with Agile Delivery', 'A minimum of 1 year of experience with one of the following: Jira, Rally, Microfocus ALM, Microsoft TFS, Tricentis qTest', 'A minimum of 2 years of demonstrated experience in one of the following: Java/J2EE, Groovy, Python, Ruby, JavaScript, C#', ""Bachelor's degree or equivalent (minimum 12 years) work experience. (If Associate’s Degree, must have minimum 6 years work experience)"", 'A minimum of 2 year of experience performing API testing', 'A minimum of 1 year of healthcare payer experience with claims, enrollment, EDI, or encounters', 'A minimum of 1 year of experience in test automation', 'Demonstrated experience with Continuous Integration, including two or more of the following build/deploy/version control tools: Jenkins, Hudson, Bamboo, Git, Mercurial, Subversion, Bitbucket, GitHub, Grunt, Gradle, Gulp, Maven, MS TFS']"
LogRocket,Growth Engineer,cf1c6c51cf9ae395,"[""You're a strong collaborator. You're transparent about progress on tasks, seek feedback early and often, enjoy reviewing code and getting your code reviewed, and work effectively with the whole team."", 'You consistently deliver on your engineering estimates.', ""You're comfortable with JavaScript, CSS, HTML, and React or another modern front end framework"", ""You're comfortable working with APIs and marketing/CRM tools"", 'Build a system that lets customers try LogRocket on their sites with a chrome extension', 'Build a React hooks plugin for LogRocket', 'Enrich Salesforce data with customer usage data', 'Build a system that automatically recommends integrations for our customers based on their toolset', 'Update our blog to use Gatsby as the front-end layer', 'Publish a blog post that analyzes front-end performance across our customer base']"
Voya Financial,Software Developer,69fa3acb8bedaa39,"['Customer Focused: Passionate drive to delight our customers and offer unique solutions that deliver on their expectations.', 'Critical Thinking: Thoughtful process of analyzing data and problem solving data to reach a well-reasoned solution.', 'Team Mentality: Partnering effectively to drive our culture and execute on our common goals.', 'Business Acumen: Appreciation and understanding of the financial services industry in order to make sound business decisions.', 'Learning Agility: Openness to new ways of thinking and acquiring new skills to retain a competitive advantage.']"
BookBub,Software Engineering Co-op (Spring 2020),0b8b7d8cb5594253,"['Receive one-on-one mentorship and training from experienced engineers who are dedicated to helping you grow quickly', 'Learn the tools we use, and deepen your understanding if you already know them: Rails, React.js, Clojure, Postgres, Redis, AWS, Docker, and more', 'Engage in many deep technical discussions with friendly and talented engineers', 'Ship code to production almost every day via our continuous deployment pipeline', 'Use automated tests and monitoring to ensure code works as expected and runs correctly in production', 'Work on high-scale systems used by millions of people', 'Complete your co-op with the skills and experience to be a professional software engineer at a top-tier tech company', ""You're pursuing an undergraduate degree in computer science or a related field, with anticipated graduation in 2021 or 2022"", ""You're available to work in person at our office in Cambridge, MA for six months at the beginning of 2020 (typically January-June timeline)"", ""You've had at least one previous coop or internship developing software with a team"", ""You're comfortable working in at least one general-purpose programming language"", ""You've had experience working in at least one general-purpose programming language"", 'You enjoy collaborating with others on shared goals', ""You're an effective communicator, both in writing and in person"", ""You're able to break complex problems into manageable pieces and efficiently assemble solutions""]"
Google,Research Intern,7b314cbda5939778,"['1. In the “Resume Section:” attach an updated CV or resume.', '2. In the “Education Section:” attach a current or recent unofficial or official transcript in English.', 'Under “Degree Status,” select “Now attending” to upload a transcript.', 'Must be currently enrolled in a BS, MS or PhD degree program in Computer Science, Linguistics, Computational Linguistics, Statistics, Biostatistics, Applied Mathematics, Operations Research, Economics, Natural Sciences including Biomedical, Chemistry, Materials Science, Physical Modeling, Physics and Scientific Computing or a related technical field or equivalent practical experience.', 'Experience (classroom or work related) in one or more areas of computer science, such as Natural Language Understanding, Neural Networks, Computer Vision, Machine Learning, Deep Learning, Algorithmic Foundations of Optimization, Data Science, Privacy, Trust & Safety, Software Engineering, Programming Languages, Distributed Systems, Human Computer Interaction, Networking,Operating Systems, Computer Architecture, Data Mining and/or Machine Intelligence (Artificial Intelligence).', 'Experience with one or more general purpose programming languages including: C/C++, Java, MATLAB, Go or Python.', 'Returning to a degree program after completion of the internship.', 'Relevant work experience, including internships, full time industry experience or as a researcher in a lab.', 'Ability to design and execute a research agenda.', 'Contribution to research communities and/or efforts, including publishing papers (i.e. being listed as author) in major conferences or journals.', 'Participate in cutting edge research to develop solutions for real-world, large-scale problems.']"
,,,
